profile_id,condition,gender,age_band,race,education,income,party,state
p10671,Funding,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,Georgia
p10672,Funding,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Georgia
p10673,Funding,Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Democrat,Virginia
p10674,Funding,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Florida
p10675,Funding,Male,60+,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Other,Pennsylvania
p10676,Funding,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Kansas
p10677,Funding,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Pennsylvania
p10678,Funding,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,Utah
p10679,Funding,Male,45-59,Hispanic / Latino,Less than high school,"$168,000 or more",Democrat,California
p10680,Funding,Male,45-59,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,Illinois
p10681,Funding,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,Washington
p10682,Funding,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,South Carolina
p10683,Funding,Female,60+,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Republican,Georgia
p10684,Funding,Female,30-44,Asian / Asian American,High school diploma / GED,"$168,000 or more",Independent,Maryland
p10685,Funding,Male,30-44,Asian / Asian American,Less than high school,"Less than $30,000",Independent,Pennsylvania
p10686,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Virginia
p10687,Funding,Male,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,Arkansas
p10688,Funding,Male,30-44,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat,Michigan
p10689,Funding,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Indiana
p10690,Funding,Female,45-59,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Florida
p10691,Funding,Male,30-44,Other,Less than high school,"$30,000 to $55,999",Independent,Illinois
p10692,Funding,Female,60+,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,Texas
p10693,Funding,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Nebraska
p10694,Funding,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Massachusetts
p10695,Funding,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Hawaii
p10696,Funding,Female,45-59,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Utah
p10697,Funding,Male,18-29,Hispanic / Latino,Less than high school,"$168,000 or more",Independent,California
p10698,Funding,Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Illinois
p10699,Funding,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,South Carolina
p10700,Funding,Male,30-44,Other,Bachelor's degree,"$100,000 to $167,999",Democrat,Wisconsin
p10701,Funding,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Illinois
p10702,Funding,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Wisconsin
p10703,Funding,Female,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,New Jersey
p10704,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Nevada
p10705,Funding,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Texas
p10706,Funding,Female,45-59,Asian / Asian American,Master's degree / Professional degree,"$30,000 to $55,999",Other,Ohio
p10707,Funding,Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,New Jersey
p10708,Funding,Female,60+,Black / African American,High school diploma / GED,"$100,000 to $167,999",Republican,Illinois
p10709,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,California
p10710,Funding,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,New Jersey
p10711,Funding,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Wisconsin
p10712,Funding,Male,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,Colorado
p10713,Funding,Female,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Illinois
p10714,Funding,Male,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,Indiana
p10715,Funding,Female,60+,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Independent,Indiana
p10716,Funding,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,Texas
p10717,Funding,Male,60+,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Republican,Mississippi
p10718,Funding,Male,18-29,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Republican,North Carolina
p10719,Funding,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,New York
p10720,Funding,Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,North Carolina
p10721,Funding,Female,30-44,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent,Missouri
p10722,Funding,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Texas
p10723,Funding,Female,45-59,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,Florida
p10724,Funding,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Minnesota
p10725,Funding,Male,45-59,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,South Carolina
p10726,Funding,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,Arkansas
p10727,Funding,Female,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Republican,New York
p10728,Funding,Female,45-59,Hispanic / Latino,Master's degree / Professional degree,"$168,000 or more",Independent,Pennsylvania
p10729,Funding,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,New York
p10730,Funding,Male,60+,Black / African American,Doctorate degree / Ph.D.,"$30,000 to $55,999",Independent,Arizona
p10731,Funding,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Tennessee
p10732,Funding,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,California
p10733,Funding,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Maryland
p10734,Funding,Male,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican,California
p10735,Funding,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Republican,Virginia
p10736,Funding,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,New York
p10737,Funding,Male,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Ohio
p10738,Funding,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,New York
p10739,Funding,Male,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,Texas
p10740,Funding,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,Iowa
p10741,Funding,Male,45-59,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Texas
p10742,Funding,Male,60+,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,Ohio
p10743,Funding,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Pennsylvania
p10744,Funding,Male,18-29,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Texas
p10745,Funding,Female,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,Ohio
p10746,Funding,Female,60+,Asian / Asian American,Bachelor's degree,"Less than $30,000",Other,Florida
p10747,Funding,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Arizona
p10748,Funding,Male,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,Maryland
p10749,Funding,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Florida
p10750,Funding,Male,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,Florida
p10751,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,North Carolina
p10752,Funding,Male,45-59,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Independent,California
p10753,Funding,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,Florida
p10754,Funding,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Vermont
p10755,Funding,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,California
p10756,Funding,Male,45-59,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Democrat,Oregon
p10757,Funding,Female,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,Florida
p10758,Funding,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,New York
p10759,Funding,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California
p10760,Funding,Female,18-29,Hispanic / Latino,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,New Jersey
p10761,Funding,Female,60+,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,Texas
p10762,Funding,Male,60+,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,California
p10763,Funding,Female,45-59,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Republican,Kentucky
p10764,Funding,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Kentucky
p10765,Funding,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Texas
p10766,Funding,Male,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,New York
p10767,Funding,Male,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,California
p10768,Funding,Male,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent,Indiana
p10769,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Oregon
p10770,Funding,Male,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Other,Kentucky
p10771,Funding,Female,18-29,White / Caucasian,Less than high school,"$168,000 or more",Independent,Florida
p10772,Funding,Male,30-44,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat,Montana
p10773,Funding,Female,45-59,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,Minnesota
p10774,Funding,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Michigan
p10775,Funding,Female,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Texas
p10776,Funding,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Florida
p10777,Funding,Male,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,California
p10778,Funding,Male,18-29,Hispanic / Latino,Doctorate degree / Ph.D.,"$168,000 or more",Democrat,Alabama
p10779,Funding,Male,30-44,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Republican,Maine
p10780,Funding,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Kentucky
p10781,Funding,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,Arizona
p10782,Funding,Male,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,Tennessee
p10783,Funding,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Maryland
p10784,Funding,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,North Carolina
p10785,Funding,Male,45-59,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,Alabama
p10786,Funding,Female,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,Florida
p10787,Funding,Male,45-59,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,Indiana
p10788,Funding,Male,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Other,New York
p10789,Funding,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Ohio
p10790,Funding,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,Virginia
p10791,Funding,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,Pennsylvania
p10792,Funding,Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Nebraska
p10793,Funding,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,Washington
p10794,Funding,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,Delaware
p10795,Funding,Male,30-44,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,Pennsylvania
p10796,Funding,Male,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,Texas
p10797,Funding,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,Arizona
p10798,Funding,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Florida
p10799,Funding,Female,30-44,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Republican,California
p10800,Funding,Male,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,North Carolina
